OBJECTID,EY_PLA_ID,EMISSIONSYEAR,EM_LIM_CPL_ID,CPL_SHORT_NAME,CPL_POT_ID,CPL_PERMIT_FEE_IND,CPL_ON_EMIS_STATEMENT,CPL_SORT_ORDER,EMISSION_VALUE,TOT_WO_INSIG_VALUE
7094,31483,2019,1,NOX,CAP,Y,Y,1,0.0065326,0.0065326
7095,31483,2019,175,PM,N,N,N,4,0.00856945,0.00856945
7096,31483,2019,176,VOC,CAP,Y,Y,1,0.000548665,0.000548665
7097,31483,2019,2,SO2,CAP,Y,Y,1,0.00398195,0.00398195
7098,31483,2019,3,CO,CAP,N,Y,1,0.00541325,0.00541325
7099,31483,2019,5,PM 10,CAP,Y,Y,1,0.00856945,0.00856945
7100,31897,2019,146,PERC,HAP,Y,N,2,0.4065,0.4065
7101,31904,2019,146,PERC,HAP,Y,N,2,0,0
7102,31500,2019,1,NOX,CAP,Y,Y,1,3.855024785,3.855024785
7103,31500,2019,175,PM,N,N,N,4,0.291332935,0.291332935
7104,31500,2019,176,VOC,CAP,Y,Y,1,0.21972386,0.21972386
7105,31500,2019,177,NH3,N,N,Y,2,0.114112,0.114112
7106,31500,2019,2,SO2,CAP,Y,Y,1,0.0273691506,0.0273691506
7107,31500,2019,3,CO,CAP,N,Y,1,3.0581495,3.0581495
7108,31500,2019,4,PB,CAP,Y,Y,1,0,0
7109,31500,2019,5,PM 10,CAP,Y,Y,1,0.291332935,0.291332935
7110,31514,2019,1,NOX,CAP,Y,Y,1,0.418324,0.418324
7111,31514,2019,175,PM,N,N,N,4,0.0136539,0.0136539
7112,31514,2019,176,VOC,CAP,Y,Y,1,0.0132829,0.0132829
7113,31514,2019,2,SO2,CAP,Y,Y,1,0.0001354997,0.0001354997
7114,31514,2019,3,CO,CAP,N,Y,1,0.1063995,0.1063995
7115,31514,2019,5,PM 10,CAP,Y,Y,1,0.0123983,0.0123983
7116,31455,2019,1,NOX,CAP,Y,Y,1,2.1243596,2.1243596
7117,31455,2019,175,PM,N,N,N,4,0.1617686,0.1617686
7118,31455,2019,176,VOC,CAP,Y,Y,1,4.04505735,4.04505735
7119,31455,2019,2,SO2,CAP,Y,Y,1,0.0147429,0.0147429
7120,31455,2019,3,CO,CAP,N,Y,1,1.835207,1.835207
7121,31455,2019,5,PM 10,CAP,Y,Y,1,0.1566446,0.1566446
7122,31508,2019,1,NOX,CAP,Y,Y,1,4.8095481,4.8095481
7123,31508,2019,175,PM,N,N,N,4,75.6411514,75.6411514
7124,31508,2019,176,VOC,CAP,Y,Y,1,15.2419775,15.2419775
7125,31508,2019,177,NH3,N,N,Y,2,0.0211808,0.0211808
7126,31508,2019,2,SO2,CAP,Y,Y,1,0.0216698591,0.0216698591
7127,31508,2019,3,CO,CAP,N,Y,1,3.24194405,3.24194405
7128,31508,2019,4,PB,CAP,Y,Y,1,3.56e-08,3.56e-08
7129,31508,2019,5,PM 10,CAP,Y,Y,1,17.73028258,17.73028258
7130,31508,2019,6,PM 2.5,CAP,N,Y,1,0,0
7131,31470,2019,1,NOX,CAP,Y,Y,1,0.17088,0.17088
7132,31470,2019,175,PM,N,N,N,4,0.27351,0.27351
7133,31470,2019,176,VOC,CAP,Y,Y,1,5.1384,5.1384
7134,31470,2019,192,HGC,HAP,N,N,2,0.005136,0.005136
7135,31470,2019,2,SO2,CAP,Y,Y,1,0.10416,0.10416
7136,31470,2019,3,CO,CAP,N,Y,1,0.1416,0.1416
7137,31470,2019,5,PM 10,CAP,Y,Y,1,0.16587,0.16587
7138,31476,2019,1,NOX,CAP,Y,Y,1,0.6844977,0.6844977
7139,31476,2019,175,PM,N,N,N,4,0.1389242,0.1389242
7140,31476,2019,176,VOC,CAP,Y,Y,1,0.0698724,0.0698724
7141,31476,2019,2,SO2,CAP,Y,Y,1,0.0082292532,0.0082292532
7142,31476,2019,3,CO,CAP,N,Y,1,0.5124306,0.5124306
7143,31476,2019,5,PM 10,CAP,Y,Y,1,0.1389242,0.1389242
7144,31461,2019,1,NOX,CAP,Y,Y,1,8.6378,8.6378
7145,31461,2019,175,PM,N,N,N,4,1.875e-05,1.875e-05
7146,31461,2019,176,VOC,CAP,Y,Y,1,9.869845,9.869845
7147,31461,2019,2,SO2,CAP,Y,Y,1,0.138294,0.138294
7148,31461,2019,3,CO,CAP,N,Y,1,8.777935,8.777935
7149,31461,2019,4,PB,CAP,Y,Y,1,0.000115245,0.000115245
7150,31461,2019,5,PM 10,CAP,Y,Y,1,75.479669924,75.479669924
7151,31461,2019,6,PM 2.5,CAP,N,Y,1,75.479669924,75.479669924
7152,31461,2019,84,FORM,HAPV,N,N,3,1.20242,1.20242
7153,31444,2019,1,NOX,CAP,Y,Y,1,0.4285,0.4285
7154,31444,2019,175,PM,N,N,N,4,0.032566,0.032566
7155,31444,2019,176,VOC,CAP,Y,Y,1,0.0235675,0.0235675
7156,31444,2019,2,SO2,CAP,Y,Y,1,0.002571,0.002571
7157,31444,2019,3,CO,CAP,N,Y,1,0.35994,0.35994
7158,31444,2019,4,PB,CAP,Y,Y,1,0,0
7159,31444,2019,5,PM 10,CAP,Y,Y,1,0.032566,0.032566
7160,31444,2019,6,PM 2.5,CAP,N,Y,1,0.032566,0.032566
7161,31507,2019,1,NOX,CAP,Y,Y,1,0.212,0.212
7162,31507,2019,175,PM,N,N,N,4,6.7960739,6.7960739
7163,31507,2019,176,VOC,CAP,Y,Y,1,0.01166,0.01166
7164,31507,2019,2,SO2,CAP,Y,Y,1,0.001272,0.001272
7165,31507,2019,3,CO,CAP,N,Y,1,0.17808,0.17808
7166,31507,2019,5,PM 10,CAP,Y,Y,1,0.95384901,0.95384901
7167,31472,2019,1,NOX,CAP,Y,Y,1,0.65,0.65
7168,31472,2019,175,PM,N,N,N,4,0.0494,0.0494
7169,31472,2019,176,VOC,CAP,Y,Y,1,0.16575,0.16575
7170,31472,2019,2,SO2,CAP,Y,Y,1,0.0039,0.0039
7171,31472,2019,3,CO,CAP,N,Y,1,0.546,0.546
7172,31472,2019,5,PM 10,CAP,Y,Y,1,0.0494,0.0494
7173,31493,2019,1,NOX,CAP,Y,Y,1,0.3847195,0.1819195
7174,31493,2019,175,PM,N,N,N,4,22.1068839,22.0924839
7175,31493,2019,176,VOC,CAP,Y,Y,1,31.37245915,31.35625915
7176,31493,2019,2,SO2,CAP,Y,Y,1,0.001135848,0.001056423
7177,31493,2019,3,CO,CAP,N,Y,1,0.097148,0.053498
7178,31493,2019,5,PM 10,CAP,Y,Y,1,10.2173839,10.2029839
7179,31493,2019,6,PM 2.5,CAP,N,Y,1,1.0191,1.0191
7180,31451,2019,1,NOX,CAP,Y,Y,1,0.24,0.24
7181,31451,2019,175,PM,N,N,N,4,0.01824,0.01824
7182,31451,2019,176,VOC,CAP,Y,Y,1,0.0132,0.0132
7183,31451,2019,2,SO2,CAP,Y,Y,1,0.00144,0.00144
7184,31451,2019,3,CO,CAP,N,Y,1,0.2016,0.2016
7185,31451,2019,4,PB,CAP,Y,Y,1,0,0
7186,31451,2019,5,PM 10,CAP,Y,Y,1,0.01824,0.01824
7187,31474,2019,1,NOX,CAP,Y,Y,1,2.9008,2.9008
7188,31474,2019,175,PM,N,N,N,4,0.18838,0.18838
7189,31474,2019,176,VOC,CAP,Y,Y,1,0.14197,0.14197
7190,31474,2019,2,SO2,CAP,Y,Y,1,0.16752,0.16752
7191,31474,2019,3,CO,CAP,N,Y,1,0.6552,0.6552
7192,31474,2019,5,PM 10,CAP,Y,Y,1,0.18838,0.18838
7193,31486,2019,1,NOX,CAP,Y,Y,1,0,0
7194,31486,2019,2,SO2,CAP,Y,Y,1,0,0
7195,31486,2019,3,CO,CAP,N,Y,1,0,0
7196,40990,2019,176,VOC,CAP,Y,Y,1,18.0744,18.0744
7197,31458,2019,175,PM,N,N,N,4,1.1878801,1.1878801
7198,31458,2019,5,PM 10,CAP,Y,Y,1,0.538856,0.538856
7199,31984,2019,146,PERC,HAP,Y,N,2,0.53658,0.53658
7200,31489,2019,176,VOC,CAP,Y,Y,1,10.1,10.1
7201,31489,2019,5,PM 10,CAP,Y,Y,1,0.20448,0.20448
7202,31905,2019,146,PERC,HAP,Y,N,2,0,0
7203,36054,2019,1,NOX,CAP,Y,Y,1,0.2506,0.2506
7204,36054,2019,175,PM,N,N,N,4,0.006802,0.006802
7205,36054,2019,176,VOC,CAP,Y,Y,1,3.5353615,3.5353615
7206,36054,2019,2,SO2,CAP,Y,Y,1,0.000537,0.000537
7207,36054,2019,3,CO,CAP,N,Y,1,0.07518,0.07518
7208,36054,2019,5,PM 10,CAP,Y,Y,1,0.006802,0.006802
7209,36060,2019,1,NOX,CAP,Y,Y,1,0.016042,0.016042
7210,36060,2019,175,PM,N,N,N,4,0.1016315,0.1016315
7211,36060,2019,176,VOC,CAP,Y,Y,1,0.019744,0.019744
7212,36060,2019,2,SO2,CAP,Y,Y,1,0.0020978,0.0020978
7213,36060,2019,3,CO,CAP,N,Y,1,0.08021,0.08021
7214,36060,2019,5,PM 10,CAP,Y,Y,1,0.036134,0.036134
7215,31477,2019,1,NOX,CAP,Y,Y,1,1.844401,1.844401
7216,31477,2019,175,PM,N,N,N,4,11.775791,11.775791
7217,31477,2019,176,VOC,CAP,Y,Y,1,2.270032,2.270032
7218,31477,2019,2,SO2,CAP,Y,Y,1,0.2411909,0.2411909
7219,31477,2019,3,CO,CAP,N,Y,1,9.222005,9.222005
7220,31477,2019,5,PM 10,CAP,Y,Y,1,4.5542517,4.5542517
7221,37830,2019,1,NOX,CAP,Y,Y,1,0.22748,0.22748
7222,37830,2019,175,PM,N,N,N,4,0.0137085,0.0137085
7223,37830,2019,176,VOC,CAP,Y,Y,1,1.55,1.55
7224,37830,2019,3,CO,CAP,N,Y,1,0.0968,0.0968
7225,37830,2019,5,PM 10,CAP,Y,Y,1,0.006327,0.006327
7226,30688,2019,1,NOX,CAP,Y,Y,1,0,0
7227,30688,2019,176,VOC,CAP,Y,Y,1,0,0
7228,30688,2019,2,SO2,CAP,Y,Y,1,0,0
7229,30688,2019,3,CO,CAP,N,Y,1,0,0
7230,30688,2019,5,PM 10,CAP,Y,Y,1,0,0
7231,38616,2019,155,3CLET,HAPV,N,N,3,0,0
7232,38616,2019,176,VOC,CAP,Y,Y,1,2.42,2.42
7233,38758,2019,146,PERC,HAP,Y,N,2,1.04064,1.04064
7234,40663,2019,1,NOX,CAP,Y,Y,1,0.455129,0.455129
7235,40663,2019,175,PM,N,N,N,4,0.01270935,0.01270935
7236,40663,2019,176,VOC,CAP,Y,Y,1,0.004456375,0.004456375
7237,40663,2019,2,SO2,CAP,Y,Y,1,0.000215295,0.000215295
7238,40663,2019,3,CO,CAP,N,Y,1,0.01812645,0.01812645
7239,40663,2019,5,PM 10,CAP,Y,Y,1,0.01270935,0.01270935
7240,41488,2019,175,PM,N,N,N,4,3.4419978,3.4419978
7241,41488,2019,5,PM 10,CAP,Y,Y,1,1.64940286,1.64940286
7242,42266,2019,5,PM 10,CAP,Y,Y,1,0.0468,0.0468
7243,41675,2019,5,PM 10,CAP,Y,Y,1,0,0
7244,42428,2019,5,PM 10,CAP,Y,Y,1,0.0199903,0.0199903
7245,42316,2019,5,PM 10,CAP,Y,Y,1,0.038795,0.038795
7246,42432,2019,5,PM 10,CAP,Y,Y,1,0.047691,0.047691
7247,42439,2019,146,PERC,HAP,Y,N,2,2.540625,2.540625
7248,42511,2019,176,VOC,CAP,Y,Y,1,0.00175,0.00175
7249,42713,2019,1,NOX,CAP,Y,Y,1,0.0095635,0.0095635
7250,42713,2019,176,VOC,CAP,Y,Y,1,0.0007771424,0.0007771424
7251,42713,2019,2,SO2,CAP,Y,Y,1,9.4864e-06,9.4864e-06
7252,42713,2019,3,CO,CAP,N,Y,1,0.00206078,0.00206078
7253,42713,2019,5,PM 10,CAP,Y,Y,1,0.03702,0.03702
7254,42713,2019,6,PM 2.5,CAP,N,Y,1,0.003085,0.003085
7255,43253,2019,176,VOC,CAP,Y,Y,1,0.0805,0.0805
7256,31522,2019,1,NOX,CAP,Y,Y,1,0.0287,0.0287
7257,31522,2019,175,PM,N,N,N,4,0.0047355,0.0047355
7258,31522,2019,176,VOC,CAP,Y,Y,1,3.970287,3.970287
7259,31522,2019,2,SO2,CAP,Y,Y,1,0.000305655,0.000305655
7260,31522,2019,3,CO,CAP,N,Y,1,0.007175,0.007175
7261,31522,2019,4,PB,CAP,Y,Y,1,1.29e-08,1.29e-08
7262,31522,2019,5,PM 10,CAP,Y,Y,1,0.0033005,0.0033005
7263,31515,2019,175,PM,N,N,N,4,0,0
7264,31515,2019,5,PM 10,CAP,Y,Y,1,0,0
7265,43518,2019,5,PM 10,CAP,Y,Y,1,1.19,1.19
7266,43518,2019,6,PM 2.5,CAP,N,Y,1,0.1785,0.1785
7267,31171,2019,1,NOX,CAP,Y,Y,1,0.16,0.16
7268,31171,2019,175,PM,N,N,N,4,0.0048,0.0048
7269,31171,2019,176,VOC,CAP,Y,Y,1,0.00848,0.00848
7270,31171,2019,2,SO2,CAP,Y,Y,1,0.00096,0.00096
7271,31171,2019,3,CO,CAP,N,Y,1,0.032,0.032
7272,30289,2019,1,NOX,CAP,Y,Y,1,0.2,0.2
7273,30289,2019,175,PM,N,N,N,4,0.024,0.024
7274,30289,2019,176,VOC,CAP,Y,Y,1,0.0106,0.0106
7275,30289,2019,2,SO2,CAP,Y,Y,1,0.0012,0.0012
7276,30289,2019,3,CO,CAP,N,Y,1,0.042,0.042
7277,30289,2019,5,PM 10,CAP,Y,Y,1,0.024,0.024
7278,30284,2019,1,NOX,CAP,Y,Y,1,0.01424,0.01424
7279,30284,2019,175,PM,N,N,N,4,0.01868,0.01868
7280,30284,2019,176,VOC,CAP,Y,Y,1,0.001196,0.001196
7281,30284,2019,2,SO2,CAP,Y,Y,1,0.00868,0.00868
7282,30317,2019,1,NOX,CAP,Y,Y,1,5.56602375,5.56602375
7283,30317,2019,175,PM,N,N,N,4,0.42295575,0.42295575
7284,30317,2019,176,VOC,CAP,Y,Y,1,0.306075,0.306075
7285,30317,2019,2,SO2,CAP,Y,Y,1,0.03340575,0.03340575
7286,30317,2019,3,CO,CAP,N,Y,1,4.67480475,4.67480475
7287,30317,2019,5,PM 10,CAP,Y,Y,1,0.42295575,0.42295575
7288,30317,2019,6,PM 2.5,CAP,N,Y,1,1.575e-05,1.575e-05
7289,30261,2019,1,NOX,CAP,Y,Y,1,1.001,1.001
7290,30261,2019,175,PM,N,N,N,4,0.076076,0.076076
7291,30261,2019,176,VOC,CAP,Y,Y,1,0.941105,0.941105
7292,30261,2019,181,ACETA,HAPV,N,N,3,0.000792,0.000792
7293,30261,2019,2,SO2,CAP,Y,Y,1,0.006006,0.006006
7294,30261,2019,3,CO,CAP,N,Y,1,0.84084,0.84084
7295,30261,2019,5,PM 10,CAP,Y,Y,1,0.076076,0.076076
7296,30332,2019,1,NOX,CAP,Y,Y,1,3.05,3.05
7297,30332,2019,175,PM,N,N,N,4,0.1559,0.1559
7298,30332,2019,176,VOC,CAP,Y,Y,1,2.5872302,2.5872302
7299,30332,2019,2,SO2,CAP,Y,Y,1,0.0183,0.0183
7300,30332,2019,3,CO,CAP,N,Y,1,1.506,1.506
7301,30332,2019,5,PM 10,CAP,Y,Y,1,0.1064,0.1064
7302,30297,2019,1,NOX,CAP,Y,Y,1,0.004485,0.004485
7303,30297,2019,175,PM,N,N,N,4,0.00574977,0.00574977
7304,30297,2019,176,VOC,CAP,Y,Y,1,0.004485,0.004485
7305,30297,2019,2,SO2,CAP,Y,Y,1,0.0037375,0.0037375
7306,30297,2019,3,CO,CAP,N,Y,1,0.002874885,0.002874885
7307,30297,2019,5,PM 10,CAP,Y,Y,1,0.00574977,0.00574977
7308,33957,2019,146,PERC,HAP,Y,N,2,0.74525,0.74525
7309,33970,2019,146,PERC,HAP,Y,N,2,0,0
7310,41732,2019,1,NOX,CAP,Y,Y,1,3.8509e-05,3.8509e-05
7311,41732,2019,175,PM,N,N,N,4,2.8187e-05,2.8187e-05
7312,41732,2019,2,SO2,CAP,Y,Y,1,2.7393e-05,2.7393e-05
7313,41732,2019,3,CO,CAP,N,Y,1,1.3895e-05,1.3895e-05
7314,41732,2019,5,PM 10,CAP,Y,Y,1,2.8187e-05,2.8187e-05
7315,30308,2019,1,NOX,CAP,Y,Y,1,0.1864701,0.1864701
7316,30308,2019,175,PM,N,N,N,4,0.13963245,0.13963245
7317,30308,2019,176,VOC,CAP,Y,Y,1,0.002427615,0.002427615
7318,30308,2019,2,SO2,CAP,Y,Y,1,0.02855545,0.02855545
7319,30308,2019,3,CO,CAP,N,Y,1,0.07254825,0.07254825
7320,30308,2019,5,PM 10,CAP,Y,Y,1,0.1365514175,0.1365514175
7321,30308,2019,6,PM 2.5,CAP,N,Y,1,0,0
7322,30314,2019,1,NOX,CAP,Y,Y,1,0.126,0.126
7323,30314,2019,107,MTBTN,HAPV,N,N,3,0.045,0.045
7324,30314,2019,112,MC,HAP,Y,N,2,0.075,0.075
7325,30314,2019,148,TOLU,HAPV,N,N,3,0.08,0.08
7326,30314,2019,161,VA,HAPV,N,N,3,0,0
7327,30314,2019,165,XYLS,HAPV,N,N,3,0,0
7328,30314,2019,175,PM,N,N,N,4,0.01603,0.01603
7329,30314,2019,176,VOC,CAP,Y,Y,1,2.44252,2.44252
7330,30314,2019,177,NH3,N,N,Y,2,0.00288,0.00288
7331,30314,2019,187,COC,HAP,N,N,2,0,0
7332,30314,2019,188,CRC,HAP,N,N,2,0,0
7333,30314,2019,191,GLYET,HAPV,N,N,3,0,0
7334,30314,2019,193,MNC,HAP,N,N,2,0,0
7335,30314,2019,2,SO2,CAP,Y,Y,1,0.00054,0.00054
7336,30314,2019,3,CO,CAP,N,Y,1,0.0756,0.0756
7337,30314,2019,5,PM 10,CAP,Y,Y,1,0.017115,0.017115
7338,30314,2019,6,PM 2.5,CAP,N,Y,1,0.016665,0.016665
7339,30314,2019,65,DMTPH,HAPV,N,N,3,0,0
7340,30314,2019,74,EBENZ,HAPV,N,N,3,0.02,0.02
7341,30314,2019,79,ETGYL,HAPV,N,N,3,0,0
7342,30314,2019,84,FORM,HAPV,N,N,3,0,0
7343,30314,2019,99,MTHOL,HAPV,N,N,3,0.04,0.04
7344,30299,2019,1,NOX,CAP,Y,Y,1,5.67361475,5.67361475
7345,30299,2019,175,PM,N,N,N,4,0.4548529405,0.4548529405
7346,30299,2019,176,VOC,CAP,Y,Y,1,0.1994633,0.1994633
7347,30299,2019,2,SO2,CAP,Y,Y,1,0.0818908655,0.0818908655
7348,30299,2019,3,CO,CAP,N,Y,1,4.58221525,4.58221525
7349,30299,2019,5,PM 10,CAP,Y,Y,1,0.4549547305,0.4549547305
7350,35824,2019,1,NOX,CAP,Y,Y,1,0.0696,0.0696
7351,35824,2019,175,PM,N,N,N,4,0.056583275,0.056583275
7352,35824,2019,176,VOC,CAP,Y,Y,1,0.00058,0.00058
7353,35824,2019,2,SO2,CAP,Y,Y,1,0.02059,0.02059
7354,35824,2019,3,CO,CAP,N,Y,1,0.0145,0.0145
7355,35824,2019,5,PM 10,CAP,Y,Y,1,0.0305441,0.0305441
7356,35819,2019,1,NOX,CAP,Y,Y,1,2.21,2.21
7357,35819,2019,175,PM,N,N,N,4,2.823408,2.823408
7358,35819,2019,176,VOC,CAP,Y,Y,1,0.0221,0.0221
7359,35819,2019,2,SO2,CAP,Y,Y,1,7.9339,7.9339
7360,35819,2019,5,PM 10,CAP,Y,Y,1,0.655434,0.655434
7361,35783,2019,175,PM,N,N,N,4,2.70904197,2.70904197
7362,35783,2019,5,PM 10,CAP,Y,Y,1,0.918188122,0.918188122
7363,41603,2019,1,NOX,CAP,Y,Y,1,1.1838,1.1838
7364,41603,2019,176,VOC,CAP,Y,Y,1,0.0534,0.0534
7365,41603,2019,2,SO2,CAP,Y,Y,1,0.0012,0.0012
7366,41603,2019,3,CO,CAP,N,Y,1,0.0486,0.0486
7367,41603,2019,5,PM 10,CAP,Y,Y,1,0.0138,0.0138
7368,35828,2019,175,PM,N,N,N,4,0.0600425892,0.0600425892
7369,35828,2019,5,PM 10,CAP,Y,Y,1,0.0225227516,0.0225227516
7370,35837,2019,1,NOX,CAP,Y,Y,1,0,0
7371,35837,2019,175,PM,N,N,N,4,0,0
7372,35837,2019,176,VOC,CAP,Y,Y,1,0,0
7373,35837,2019,2,SO2,CAP,Y,Y,1,0,0
7374,35837,2019,3,CO,CAP,N,Y,1,0,0
7375,35837,2019,5,PM 10,CAP,Y,Y,1,0,0
7376,37854,2019,1,NOX,CAP,Y,Y,1,0.808,0.808
7377,37854,2019,103,TCA,HAP,Y,N,2,0.01142,0.01142
7378,37854,2019,112,MC,HAP,Y,N,2,0.212,0.212
7379,37854,2019,14,BZ,HAPV,N,N,3,0,0
7380,37854,2019,146,PERC,HAP,Y,N,2,0.1094,0.1094
7381,37854,2019,148,TOLU,HAPV,N,N,3,0,0
7382,37854,2019,155,3CLET,HAPV,N,N,3,0,0
7383,37854,2019,163,VC,HAPV,N,N,3,0,0
7384,37854,2019,176,VOC,CAP,Y,Y,1,6.4301365,6.4301365
7385,37854,2019,179,TNMOC,N,Y,Y,4,16.55135,16.55135
7386,37854,2019,2,SO2,CAP,Y,Y,1,0.326825,0.326825
7387,37854,2019,202,TRS,N,Y,Y,4,0.27,0.27
7388,37854,2019,3,CO,CAP,N,Y,1,15.68,15.68
7389,37854,2019,32,CL,HAP,Y,N,2,0,0
7390,37854,2019,5,PM 10,CAP,Y,Y,1,0.5251,0.5251
7391,37854,2019,6,PM 2.5,CAP,N,Y,1,0.5011,0.5011
7392,37854,2019,8,ACRNT,HAPV,N,N,3,0,0
7393,37854,2019,94,HCL,HAP,Y,N,2,0.1666,0.1666
7394,35793,2019,1,NOX,CAP,Y,Y,1,12.2949664,12.2949664
7395,35793,2019,175,PM,N,N,N,4,0.8487075,0.8487075
7396,35793,2019,176,VOC,CAP,Y,Y,1,0.2793395,0.2793395
7397,35793,2019,2,SO2,CAP,Y,Y,1,1.009769,1.009769
7398,35793,2019,3,CO,CAP,N,Y,1,2.29673595,2.29673595
7399,35793,2019,5,PM 10,CAP,Y,Y,1,0.8487075,0.8487075
7400,35790,2019,84,FORM,HAPV,N,N,3,0,0
7401,35816,2019,1,NOX,CAP,Y,Y,1,0.0303312,0.0303312
7402,35816,2019,175,PM,N,N,N,4,0.01392594,0.01392594
7403,35816,2019,176,VOC,CAP,Y,Y,1,1.274e-07,1.274e-07
7404,35816,2019,2,SO2,CAP,Y,Y,1,0.0184884,0.0184884
7405,35816,2019,3,CO,CAP,N,Y,1,0.011928,0.011928
7406,35816,2019,5,PM 10,CAP,Y,Y,1,0.009051861,0.009051861
7407,39540,2019,1,NOX,CAP,Y,Y,1,2.963068675,2.963068675
7408,39540,2019,175,PM,N,N,N,4,1.257209125,1.257209125
7409,39540,2019,176,VOC,CAP,Y,Y,1,3.64592272,3.64592272
7410,39540,2019,2,SO2,CAP,Y,Y,1,0.387577535,0.387577535
7411,39540,2019,3,CO,CAP,N,Y,1,14.81156105,14.81156105
7412,39540,2019,5,PM 10,CAP,Y,Y,1,0.779625625,0.779625625
7413,40090,2019,1,NOX,CAP,Y,Y,1,0,0
7414,40090,2019,176,VOC,CAP,Y,Y,1,0,0
7415,40090,2019,2,SO2,CAP,Y,Y,1,0,0
7416,40090,2019,3,CO,CAP,N,Y,1,0,0
7417,40090,2019,5,PM 10,CAP,Y,Y,1,0,0
7418,40901,2019,1,NOX,CAP,Y,Y,1,0.808662,0.808662
7419,40901,2019,175,PM,N,N,N,4,0.118857,0.118857
7420,40901,2019,176,VOC,CAP,Y,Y,1,0.0669615,0.0669615
7421,40901,2019,2,SO2,CAP,Y,Y,1,0.034548,0.034548
7422,40901,2019,3,CO,CAP,N,Y,1,0.6004395,0.6004395
7423,40414,2019,1,NOX,CAP,Y,Y,1,15.424819575,15.424819575
7424,40414,2019,176,VOC,CAP,Y,Y,1,1.71347385,1.71347385
7425,40414,2019,2,SO2,CAP,Y,Y,1,1.71347385,1.71347385
7426,40414,2019,3,CO,CAP,N,Y,1,9.499944575,9.499944575
7427,40414,2019,5,PM 10,CAP,Y,Y,1,2.643679225,2.643679225
7428,35847,2019,175,PM,N,N,N,4,0.044619,0.044619
7429,35847,2019,5,PM 10,CAP,Y,Y,1,0.01293951,0.01293951
7430,41597,2019,1,NOX,CAP,Y,Y,1,0.7660725,0.7660725
7431,41597,2019,3,CO,CAP,N,Y,1,0.1672065,0.1672065
7432,42514,2019,1,NOX,CAP,Y,Y,1,2.39557985,2.39557985
7433,42514,2019,176,VOC,CAP,Y,Y,1,0.100173435,0.100173435
7434,42514,2019,3,CO,CAP,N,Y,1,0.594514065,0.594514065
7435,42514,2019,5,PM 10,CAP,Y,Y,1,0.1499887063,0.1499887063
7436,35772,2019,1,NOX,CAP,Y,Y,1,0.4225,0.4225
7437,35772,2019,175,PM,N,N,N,4,0.03211,0.03211
7438,35772,2019,176,VOC,CAP,Y,Y,1,0.0232375,0.0232375
7439,35772,2019,2,SO2,CAP,Y,Y,1,0.002535,0.002535
7440,35772,2019,3,CO,CAP,N,Y,1,0.3549,0.3549
7441,35772,2019,4,PB,CAP,Y,Y,1,0,0
7442,35772,2019,5,PM 10,CAP,Y,Y,1,0.026638,0.026638
7443,35772,2019,6,PM 2.5,CAP,N,Y,1,0.024814,0.024814
7444,41610,2019,1,NOX,CAP,Y,Y,1,0.6644385,0.6644385
7445,41610,2019,176,VOC,CAP,Y,Y,1,0.0163215,0.0163215
7446,41610,2019,2,SO2,CAP,Y,Y,1,0.0168795,0.0168795
7447,41610,2019,3,CO,CAP,N,Y,1,0.0818865,0.0818865
7448,41610,2019,5,PM 10,CAP,Y,Y,1,0.00558,0.00558
7449,41610,2019,6,PM 2.5,CAP,N,Y,1,0.00558,0.00558
7450,35728,2019,1,NOX,CAP,Y,Y,1,1.97515,1.97515
7451,35728,2019,175,PM,N,N,N,4,0.347823915,0.347823915
7452,35728,2019,176,VOC,CAP,Y,Y,1,1.97515,1.97515
7453,35728,2019,2,SO2,CAP,Y,Y,1,0.1303599,0.1303599
7454,35728,2019,3,CO,CAP,N,Y,1,5.92545,5.92545
7455,35728,2019,5,PM 10,CAP,Y,Y,1,0.3476264,0.3476264
7456,35775,2019,1,NOX,CAP,Y,Y,1,29.94201075,29.94201075
7457,35775,2019,175,PM,N,N,N,4,0.1760425,0.1760425
7458,35775,2019,176,VOC,CAP,Y,Y,1,1.76613255,1.76613255
7459,35775,2019,2,SO2,CAP,Y,Y,1,0.2595838,0.2595838
7460,35775,2019,3,CO,CAP,N,Y,1,14.4061065,14.4061065
7461,35775,2019,5,PM 10,CAP,Y,Y,1,1.4282736,1.4282736
7462,35775,2019,6,PM 2.5,CAP,N,Y,1,0.6554291,0.6554291
7463,35906,2019,1,NOX,CAP,Y,Y,1,0.138,0.138
7464,35906,2019,175,PM,N,N,N,4,0.09626345,0.09626345
7465,35906,2019,176,VOC,CAP,Y,Y,1,0.00115,0.00115
7466,35906,2019,177,NH3,N,N,Y,2,0.0046,0.0046
7467,35906,2019,2,SO2,CAP,Y,Y,1,0.0008165,0.0008165
7468,35906,2019,3,CO,CAP,N,Y,1,0.02875,0.02875
7469,35906,2019,4,PB,CAP,Y,Y,1,5.18e-08,5.18e-08
7470,35906,2019,5,PM 10,CAP,Y,Y,1,0.09798845,0.09798845
7471,35906,2019,6,PM 2.5,CAP,N,Y,1,0.0089125,0.0089125
7472,43258,2019,1,NOX,CAP,Y,Y,1,0.82,0.82
7473,43258,2019,176,VOC,CAP,Y,Y,1,0.000306,0.000306
7474,43258,2019,2,SO2,CAP,Y,Y,1,0,0
7475,43258,2019,3,CO,CAP,N,Y,1,0.6888,0.6888
